Hparam	Feature	Model	Reaction-Set	Silhouette	Calinski	Dunn
common_best_hparam	reaction	rnn	Reaction-Set-1	0.5165891992996845	466.60335431324893	0.5983564840864998
common_best_hparam	reaction	rnn	Reaction-Set-2	0.0620595504775941	21.32691350256224	0.40202056313515605
common_best_hparam	reaction	rnn	Reaction-Set-3	-0.21140170472164907	2.0829517577848167	0.3759465348999545
common_best_hparam	reaction	rnn	Reaction-Set-4	0.08058427327721025	40.02854061444897	0.17690603949222644
common_best_hparam	reaction	rnn	Reaction-Set-5	-0.056464880780256646	9.09136950738528	0.6044824215697432
common_best_hparam	reaction	rnn	Reaction-Set-6	0.7283479773458309	2736.166371689584	1.4185727669351358
common_best_hparam	reaction	rnn	Reaction-Set-7	-0.013031073613365887	6.7614879858684995	0.14412368467787734
common_best_hparam	reaction	rnn	Reaction-Set-8	-0.1568408947444823	12.05365409449586	0.4084580594863122
common_best_hparam	reaction	rnn	Reaction-Set-9	-0.2104442891019475	8.582408544154896	0.4242879066359615
common_best_hparam	reaction	rnn_delta	Reaction-Set-1	-0.02593760648780506	6.848184374609438	0.40992709199303123
common_best_hparam	reaction	rnn_delta	Reaction-Set-2	-0.12229198613022244	8.845932518126155	0.5606600383207156
common_best_hparam	reaction	rnn_delta	Reaction-Set-3	0.5384750730200163	501.1170977579522	0.5694133556408925
common_best_hparam	reaction	rnn_delta	Reaction-Set-4	-0.10136083665379418	2.0613178145286244	0.17863389464652066
common_best_hparam	reaction	rnn_delta	Reaction-Set-5	-0.22578260825653168	5.6593866517690525	0.2644228093956051
common_best_hparam	reaction	rnn_delta	Reaction-Set-6	-0.23435061025454565	2.964561309734059	0.20978462364527053
common_best_hparam	reaction	rnn_delta	Reaction-Set-7	-0.04472010570595245	6.216197641942056	0.1507693726646958
common_best_hparam	reaction	rnn_delta	Reaction-Set-8	-0.0021356726181500263	19.00451615725138	0.46380901498658983
common_best_hparam	reaction	rnn_delta	Reaction-Set-9	0.7726398647557524	1227.7813221834044	1.1928027146053901
common_best_hparam	reaction-subsystem	rnn	Reaction-Set-1	0.5223389844081127	494.05000669305133	0.6142992771875533
common_best_hparam	reaction-subsystem	rnn	Reaction-Set-2	0.06188933238862052	21.365743347320905	0.3991112819723593
common_best_hparam	reaction-subsystem	rnn	Reaction-Set-3	-0.20353898457113453	2.114189708345685	0.3699260950467525
common_best_hparam	reaction-subsystem	rnn	Reaction-Set-4	0.07766422301733415	40.362205304954635	0.16689553229264995
